image_path,split,label,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_path
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/HafXcWTqRpO0sHvsaIxoDg.jpg,train,information--pedestrians-crossing--g1,2428,1743,2519,1831,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/HafXcWTqRpO0sHvsaIxoDg_2428-1743-2519-1831_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Hmthd0sbJYL4S2jS2JaUWg.jpg,train,regulatory--stop--g1,908,245,936,291,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/Hmthd0sbJYL4S2jS2JaUWg_908-245-936-291_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Hne8DQblfD43co_ZTmXeAA.jpg,train,regulatory--yield--g1,1302,1081,1381,1158,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/Hne8DQblfD43co_ZTmXeAA_1302-1081-1381-1158_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Hq6x5XEuS0hJAsbpXmeBSg.jpg,train,regulatory--stop--g1,644,594,708,678,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/Hq6x5XEuS0hJAsbpXmeBSg_644-594-708-678_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/HqR1Z8mFqVZGFO2TpDx3Zw.jpg,train,regulatory--stop--g1,2292,1477,2317,1507,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/HqR1Z8mFqVZGFO2TpDx3Zw_2292-1477-2317-1507_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/I7jmf9k9Mb309KH1MzMFmw.jpg,train,regulatory--no-entry--g1,1484,1380,1536,1431,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/I7jmf9k9Mb309KH1MzMFmw_1484-1380-1536-1431_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/I96AYjF56iyhOJyEosL9_Q.jpg,train,regulatory--stop--g1,2232,1069,2369,1203,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/I96AYjF56iyhOJyEosL9_Q_2232-1069-2369-1203_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/IDFYSYaBJurOoMDLUyX7wQ.jpg,train,regulatory--no-entry--g1,2991,306,3308,607,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/IDFYSYaBJurOoMDLUyX7wQ_2991-306-3308-607_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/IDFYSYaBJurOoMDLUyX7wQ.jpg,train,regulatory--no-entry--g1,2990,306,3307,607,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/IDFYSYaBJurOoMDLUyX7wQ_2990-306-3307-607_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/IIG5NMWOZ56xHurtKBNv7g.jpg,train,regulatory--yield--g1,694,236,751,278,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/IIG5NMWOZ56xHurtKBNv7g_694-236-751-278_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/I_dLB0JZQYsljk5CfAszXQ.jpg,train,regulatory--no-entry--g1,2179,1239,2232,1291,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/I_dLB0JZQYsljk5CfAszXQ_2179-1239-2232-1291_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/I_dLB0JZQYsljk5CfAszXQ.jpg,train,regulatory--no-entry--g1,2178,1239,2231,1291,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/I_dLB0JZQYsljk5CfAszXQ_2178-1239-2231-1291_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/If-GbKSMj8j9PZISpm4coA.jpg,train,regulatory--yield--g1,2297,1025,2368,1085,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/If-GbKSMj8j9PZISpm4coA_2297-1025-2368-1085_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/IjHipzUgHXGhOoPp_oRCpg.jpg,val,regulatory--no-entry--g1,1523,1813,1562,1852,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/val/IjHipzUgHXGhOoPp_oRCpg_1523-1813-1562-1852_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Im_sPgKhhB5yS0OiEfwxlQ.jpg,train,information--pedestrians-crossing--g1,3569,1203,3678,1323,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/Im_sPgKhhB5yS0OiEfwxlQ_3569-1203-3678-1323_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/IpxoDK1rAHzW7RiMId8veg.jpg,test,other-sign,2883,653,3180,836,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/IpxoDK1rAHzW7RiMId8veg_2883-653-3180-836_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/IvRVoX3R1h9fEaERtpmrMA.jpg,test,regulatory--yield--g1,2280,1714,2395,1823,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/IvRVoX3R1h9fEaERtpmrMA_2280-1714-2395-1823_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Iw7aEvQJ5itHO3KxDnToYw.jpg,train,regulatory--yield--g1,3115,997,3665,1628,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/Iw7aEvQJ5itHO3KxDnToYw_3115-997-3665-1628_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/IyC482pKXYLcpDlDhc5wtg.jpg,train,regulatory--stop--g1,3145,977,3455,1364,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/IyC482pKXYLcpDlDhc5wtg_3145-977-3455-1364_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/IzKxQNZmOYmSE7p_SfvSGw.jpg,val,information--pedestrians-crossing--g1,2496,1030,2538,1065,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/val/IzKxQNZmOYmSE7p_SfvSGw_2496-1030-2538-1065_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/J8g0GHo0SJaWB8RS_s4atA.jpg,train,regulatory--stop--g1,934,221,957,242,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/J8g0GHo0SJaWB8RS_s4atA_934-221-957-242_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/JBxHbudmjXMofjnMjZaANg.jpg,val,information--pedestrians-crossing--g1,2246,1297,2485,1535,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/val/JBxHbudmjXMofjnMjZaANg_2246-1297-2485-1535_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/JD9S8IUPWIcZoX5wVyD0Sg.jpg,val,information--pedestrians-crossing--g1,1050,657,1123,728,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/val/JD9S8IUPWIcZoX5wVyD0Sg_1050-657-1123-728_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/JEjevbWZQI8YkKh1jcAzeQ.jpg,train,regulatory--yield--g1,2740,979,2777,1011,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/JEjevbWZQI8YkKh1jcAzeQ_2740-979-2777-1011_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/JPVF20zjr0_kSzX70qX3VQ.jpg,train,regulatory--stop--g1,2005,1493,2054,1539,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/JPVF20zjr0_kSzX70qX3VQ_2005-1493-2054-1539_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/JtVUki-118RBqGGA0AlfAA.jpg,test,regulatory--stop--g1,731,2152,776,2215,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/JtVUki-118RBqGGA0AlfAA_731-2152-776-2215_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Ju8nkG6IqAJ2ZVQIupdqBQ.jpg,test,information--pedestrians-crossing--g1,3410,1778,3487,1849,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/Ju8nkG6IqAJ2ZVQIupdqBQ_3410-1778-3487-1849_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/K-zrZHm3MqBeuQNCQHKglw.jpg,train,regulatory--no-entry--g1,4999,1420,5021,1445,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/K-zrZHm3MqBeuQNCQHKglw_4999-1420-5021-1445_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/K8U2ONjMjbQC3D8lIlQAGA.jpg,train,information--pedestrians-crossing--g1,1164,1370,1196,1407,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/K8U2ONjMjbQC3D8lIlQAGA_1164-1370-1196-1407_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KFgHy4vNSSsTKFtpyq8skw.jpg,train,information--pedestrians-crossing--g1,1088,1358,1117,1390,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/KFgHy4vNSSsTKFtpyq8skw_1088-1358-1117-1390_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KFyPZ7msC1UDdcqHugeN4g.jpg,test,regulatory--yield--g1,4040,1991,4083,2028,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/KFyPZ7msC1UDdcqHugeN4g_4040-1991-4083-2028_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KG1un2fSIJkp7zExvol-gg.jpg,train,regulatory--no-entry--g1,1074,1811,1126,1888,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/KG1un2fSIJkp7zExvol-gg_1074-1811-1126-1888_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KIhlP0BNbFzxQ32ir7rfTQ.jpg,val,regulatory--yield--g1,2529,944,2585,995,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/val/KIhlP0BNbFzxQ32ir7rfTQ_2529-944-2585-995_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KKHWe1LPTVx-iUBBpauUHA.jpg,train,regulatory--yield--g1,2201,915,2350,1029,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/KKHWe1LPTVx-iUBBpauUHA_2201-915-2350-1029_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KLZ-B8qTa9tDj9VrJfTIyw.jpg,val,information--pedestrians-crossing--g1,2673,1666,2977,1921,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/val/KLZ-B8qTa9tDj9VrJfTIyw_2673-1666-2977-1921_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KMFUoyffvLiJgK0TO9r7og.jpg,val,regulatory--no-entry--g1,3573,1407,3896,1712,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/val/KMFUoyffvLiJgK0TO9r7og_3573-1407-3896-1712_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOKqKya-7idsQ8gSc4jBDw.jpg,train,regulatory--stop--g1,2582,2112,2638,2170,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/KOKqKya-7idsQ8gSc4jBDw_2582-2112-2638-2170_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KS35VLVG57oO8j4qi4KwYA.jpg,train,regulatory--yield--g1,2897,1531,3013,1637,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/KS35VLVG57oO8j4qi4KwYA_2897-1531-3013-1637_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KVjTdf12_nl1wiuUlf-fCA.jpg,test,other-sign,0,799,380,1041,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/KVjTdf12_nl1wiuUlf-fCA_0-799-380-1041_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KXIvoAZeaeQi4fQ0bFN1Jg.jpg,train,other-sign,1618,2625,1671,2678,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/KXIvoAZeaeQi4fQ0bFN1Jg_1618-2625-1671-2678_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KXIvoAZeaeQi4fQ0bFN1Jg.jpg,train,other-sign,1786,2632,1807,2654,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/KXIvoAZeaeQi4fQ0bFN1Jg_1786-2632-1807-2654_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KXIvoAZeaeQi4fQ0bFN1Jg.jpg,train,other-sign,1759,2626,1846,2658,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/KXIvoAZeaeQi4fQ0bFN1Jg_1759-2626-1846-2658_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KXIvoAZeaeQi4fQ0bFN1Jg.jpg,train,other-sign,1657,2648,1773,2692,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/KXIvoAZeaeQi4fQ0bFN1Jg_1657-2648-1773-2692_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KaUjh9_ylxHC9tHv4oY67w.jpg,test,regulatory--no-entry--g1,2807,731,2830,784,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/KaUjh9_ylxHC9tHv4oY67w_2807-731-2830-784_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KerARyY6p2LSnXRfjLTPGQ.jpg,val,regulatory--stop--g1,488,488,685,685,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/val/KerARyY6p2LSnXRfjLTPGQ_488-488-685-685_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KerARyY6p2LSnXRfjLTPGQ.jpg,val,regulatory--stop--g1,1330,464,1523,656,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/val/KerARyY6p2LSnXRfjLTPGQ_1330-464-1523-656_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KfrmiDGUTW6pX2rKZE1u4Q.jpg,train,information--pedestrians-crossing--g1,1045,1095,1082,1137,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/KfrmiDGUTW6pX2rKZE1u4Q_1045-1095-1082-1137_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KpZfwW4q6D2JXEM_Q16NFw.jpg,train,regulatory--stop--g1,2740,1346,2803,1479,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/KpZfwW4q6D2JXEM_Q16NFw_2740-1346-2803-1479_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KpZfwW4q6D2JXEM_Q16NFw.jpg,train,regulatory--stop--g1,2303,1417,2345,1481,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/KpZfwW4q6D2JXEM_Q16NFw_2303-1417-2345-1481_regulatory--stop--g1.png
